ImageType,FileName,RunID,FilePath
RangeWithoutOverlay,TXY_Y,6,108,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000453.tif
IntensityWithoutOverlay,TXY_Y,6,109,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000454.tif
RangeWithoutOverlay,TXY_Y,6,109,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000454.tif
IntensityWithoutOverlay,TXY_Y,6,110,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000455.tif
RangeWithoutOverlay,TXY_Y,6,110,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000455.tif
IntensityWithoutOverlay,TXY_Y,6,111,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000456.tif
RangeWithoutOverlay,TXY_Y,6,111,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000456.tif
IntensityWithoutOverlay,TXY_Y,6,112,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000457.tif
RangeWithoutOverlay,TXY_Y,6,112,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000457.tif
IntensityWithoutOverlay,TXY_Y,6,113,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000458.tif
RangeWithoutOverlay,TXY_Y,6,113,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000458.tif
IntensityWithoutOverlay,TXY_Y,6,114,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000459.tif
RangeWithoutOverlay,TXY_Y,6,114,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000459.tif
IntensityWithoutOverlay,TXY_Y,6,115,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000460.tif
RangeWithoutOverlay,TXY_Y,6,115,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000460.tif
IntensityWithoutOverlay,TXY_Y,6,116,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000461.tif
RangeWithoutOverlay,TXY_Y,6,116,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000461.tif
IntensityWithoutOverlay,TXY_Y,6,117,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000462.tif
RangeWithoutOverlay,TXY_Y,6,117,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000462.tif
IntensityWithoutOverlay,TXY_Y,6,118,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000463.tif
RangeWithoutOverlay,TXY_Y,6,118,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000463.tif
IntensityWithoutOverlay,TXY_Y,6,119,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000464.tif
RangeWithoutOverlay,TXY_Y,6,119,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000464.tif
IntensityWithoutOverlay,TXY_Y,6,120,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000465.tif
RangeWithoutOverlay,TXY_Y,6,120,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000465.tif
IntensityWithoutOverlay,TXY_Y,6,121,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000466.tif
RangeWithoutOverlay,TXY_Y,6,121,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000466.tif
IntensityWithoutOverlay,TXY_Y,6,122,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000467.tif
RangeWithoutOverlay,TXY_Y,6,122,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000467.tif
IntensityWithoutOverlay,TXY_Y,7,123,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000539.tif
RangeWithoutOverlay,TXY_Y,7,123,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000539.tif
IntensityWithoutOverlay,TXY_Y,7,124,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000540.tif
RangeWithoutOverlay,TXY_Y,7,124,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000540.tif
IntensityWithoutOverlay,TXY_Y,7,125,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000541.tif
RangeWithoutOverlay,TXY_Y,7,125,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000541.tif
IntensityWithoutOverlay,TXY_Y,7,126,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000542.tif
RangeWithoutOverlay,TXY_Y,7,126,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000542.tif
IntensityWithoutOverlay,TXY_Y,7,127,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000543.tif
RangeWithoutOverlay,TXY_Y,7,127,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000543.tif
IntensityWithoutOverlay,TXY_Y,7,128,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000544.tif
RangeWithoutOverlay,TXY_Y,7,128,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000544.tif
IntensityWithoutOverlay,TXY_Y,7,129,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000545.tif
RangeWithoutOverlay,TXY_Y,7,129,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000545.tif
IntensityWithoutOverlay,TXY_Y,7,130,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000546.tif
RangeWithoutOverlay,TXY_Y,7,130,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000546.tif
IntensityWithoutOverlay,TXY_Y,7,131,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000547.tif
RangeWithoutOverlay,TXY_Y,7,131,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000547.tif
IntensityWithoutOverlay,TXY_Y,7,132,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000548.tif
RangeWithoutOverlay,TXY_Y,7,132,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000548.tif
IntensityWithoutOverlay,TXY_Y,7,133,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000549.tif
RangeWithoutOverlay,TXY_Y,7,133,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000549.tif
IntensityWithoutOverlay,TXY_Y,7,134,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000550.tif
RangeWithoutOverlay,TXY_Y,7,134,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000550.tif
IntensityWithoutOverlay,TXY_Y,7,135,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000551.tif
RangeWithoutOverlay,TXY_Y,7,135,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000551.tif
IntensityWithoutOverlay,TXY_Y,7,136,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000552.tif
RangeWithoutOverlay,TXY_Y,7,136,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000552.tif
IntensityWithoutOverlay,TXY_Y,7,137,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000553.tif
RangeWithoutOverlay,TXY_Y,7,137,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000553.tif
IntensityWithoutOverlay,TXY_Y,7,138,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000554.tif
RangeWithoutOverlay,TXY_Y,7,138,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000554.tif
IntensityWithoutOverlay,TXY_Y,7,139,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000555.tif
RangeWithoutOverlay,TXY_Y,7,139,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000555.tif
IntensityWithoutOverlay,TXY_Y,7,140,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000556.tif
RangeWithoutOverlay,TXY_Y,7,140,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000556.tif
IntensityWithoutOverlay,TXY_Y,7,141,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000557.tif
RangeWithoutOverlay,TXY_Y,7,141,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000557.tif
IntensityWithoutOverlay,TXY_Y,7,142,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000558.tif
RangeWithoutOverlay,TXY_Y,7,142,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000558.tif
IntensityWithoutOverlay,TXY_Y,7,143,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000559.tif
RangeWithoutOverlay,TXY_Y,7,143,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000559.tif
IntensityWithoutOverlay,TXY_Y,8,144,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000631.tif
RangeWithoutOverlay,TXY_Y,8,144,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000631.tif
IntensityWithoutOverlay,TXY_Y,8,145,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000632.tif
RangeWithoutOverlay,TXY_Y,8,145,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000632.tif
IntensityWithoutOverlay,TXY_Y,8,146,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000633.tif
RangeWithoutOverlay,TXY_Y,8,146,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000633.tif
IntensityWithoutOverlay,TXY_Y,8,147,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000634.tif
RangeWithoutOverlay,TXY_Y,8,147,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000634.tif
IntensityWithoutOverlay,TXY_Y,8,148,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000635.tif
RangeWithoutOverlay,TXY_Y,8,148,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000635.tif
IntensityWithoutOverlay,TXY_Y,8,149,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000636.tif
RangeWithoutOverlay,TXY_Y,8,149,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000636.tif
IntensityWithoutOverlay,TXY_Y,8,150,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000637.tif
RangeWithoutOverlay,TXY_Y,8,150,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000637.tif
IntensityWithoutOverlay,TXY_Y,8,151,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000638.tif
RangeWithoutOverlay,TXY_Y,8,151,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000638.tif
IntensityWithoutOverlay,TXY_Y,8,152,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000639.tif
RangeWithoutOverlay,TXY_Y,8,152,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000639.tif
IntensityWithoutOverlay,TXY_Y,8,153,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000640.tif
RangeWithoutOverlay,TXY_Y,8,153,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000640.tif
IntensityWithoutOverlay,TXY_Y,8,154,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000641.tif
RangeWithoutOverlay,TXY_Y,8,154,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000641.tif
IntensityWithoutOverlay,TXY_Y,8,155,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000642.tif
RangeWithoutOverlay,TXY_Y,8,155,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000642.tif
IntensityWithoutOverlay,TXY_Y,8,156,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000643.tif
RangeWithoutOverlay,TXY_Y,8,156,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000643.tif
IntensityWithoutOverlay,TXY_Y,8,157,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000644.tif
RangeWithoutOverlay,TXY_Y,8,157,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000644.tif
IntensityWithoutOverlay,TXY_Y,8,158,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000645.tif
RangeWithoutOverlay,TXY_Y,8,158,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000645.tif
IntensityWithoutOverlay,TXY_Y,8,159,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000646.tif
RangeWithoutOverlay,TXY_Y,8,159,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000646.tif
IntensityWithoutOverlay,TXY_Y,8,160,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000647.tif
RangeWithoutOverlay,TXY_Y,8,160,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000647.tif
IntensityWithoutOverlay,TXY_Y,8,161,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000648.tif
RangeWithoutOverlay,TXY_Y,8,161,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000648.tif
IntensityWithoutOverlay,TXY_Y,8,162,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000649.tif
RangeWithoutOverlay,TXY_Y,8,162,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000649.tif
IntensityWithoutOverlay,TXY_Y,8,163,D:\TIF Images\TXY_Y\ImageInt\TXY_Y_ImageInt_000650.tif
RangeWithoutOverlay,TXY_Y,8,163,D:\TIF Images\TXY_Y\ImageRng\TXY_Y_ImageRng_000650.tif
